,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
165,Enoteca Maria,27 Hyatt St,"Staten Island, NY 10301-1801","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,218 reviews,"Went there for the SECOND time and walked out saying ...."" Why did we come here again?!""
I don't think I will be going back unfortunately.... I understand it was Valentines Day and I shouldn't expect a lot.... but coming from a #7 rated best...More",+1 718-447-2777,https://www.tripadvisor.com//Restaurant_Review-g48682-d1118992-Reviews-Enoteca_Maria-Staten_Island_New_York.html,Check The Website for a Menu
166,Ruddy & Dean,44 Richmond Ter,"Staten Island, NY 10301-1904","$$ - $$$, American, Steakhouse",4.5 of 5 bubbles,142 reviews,"Did the Staten Island ferry on a cold, snowy December day, walked around the half empty shopping mall and found this bar, really friendly people, food good, would recommend.",+1 718-816-4400,https://www.tripadvisor.com//Restaurant_Review-g48682-d459207-Reviews-Ruddy_Dean-Staten_Island_New_York.html,Check The Website for a Menu
167,Joe & Pat Pizzeria,1758 Victory Blvd,"Staten Island, NY 10314-3510","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,107 reviews,the pizza here is one of Staten Islands best.  They make a thin crust and it's super nice. This is a delicious meal paired with one of their salads.....love the fennel one.  Try an add on to the pizza and save your appetite because you...More,+1 718-981-0887,https://www.tripadvisor.com//Restaurant_Review-g48682-d459076-Reviews-Joe_Pat_Pizzeria-Staten_Island_New_York.html,Check The Website for a Menu
168,Pier 76,76 Bay St,"Staten Island, NY 10301-2511","$$ - $$$, Italian, Bar, Pizza",4.5 of 5 bubbles,103 reviews,Had a great time going here for a Valentine's outing. The chicken and linguine was stellar and the seafood was fresh. Portions were perfect and for New York it wasn't overly expensive. The service was good as well and they had a large drink selection....More,+1 718-447-7437,https://www.tripadvisor.com//Restaurant_Review-g48682-d4789357-Reviews-Pier_76-Staten_Island_New_York.html,Check The Website for a Menu
169,Adobe Blues Restaurant,63 Lafayette Ave,"Staten Island, NY 10301-1216","$$ - $$$, Bar, Mexican, American",4.5 of 5 bubbles,89 reviews,"Adobe Blues is a small restaurant serving southwestern food on the north shore of Staten Island. It is a cozy, comfortable, nicely decorated place not far from Snug Harbor, another S.I. spot worth visiting. The Tex-Mex style food is very tasty and the waiters are...More",+1 718-720-2583,https://www.tripadvisor.com//Restaurant_Review-g48682-d459104-Reviews-Adobe_Blues_Restaurant-Staten_Island_New_York.html,Check The Website for a Menu
170,Nino's,1110 Hylan Blvd,"Staten Island, NY 10305-2030","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,95 reviews,"Family from New Jersey and Long Island came to visit on the same day.  There would be 18 of us, so we decided to go to Nino's.  Our reservation was for 1 PM, and when we arrived we were seated immediately at two adjacent tables....More",+1 718-448-3838,https://www.tripadvisor.com//Restaurant_Review-g48682-d3728471-Reviews-Nino_s-Staten_Island_New_York.html,http://ninosrestaurant.com/menus/
171,Nurnberger Bierhaus,817 Castleton Ave,"Staten Island, NY 10310-1804","$$ - $$$, German, Bar, European",4.5 of 5 bubbles,99 reviews,Locals and guests are welcome in this authentic German bar and restaurant.  I had a delicious German beer on tap and German sausage and saurkraut.  The black forest cake for dessert was delicious!,+1 718-816-7461,https://www.tripadvisor.com//Restaurant_Review-g48682-d803117-Reviews-Nurnberger_Bierhaus-Staten_Island_New_York.html,Check The Website for a Menu
172,Da Noi Downtown Staten Island,138 Fingerboard Rd,"Staten Island, NY 10305","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,103 reviews,DaNoi on Fingerboard is back in operation since last January's fire but it's not the same.   Unquestionably the ingredients are still fresh but the preparation is not the same and the prices are considerably higher.  I ordered the rigatoni with sweet sausage and prosciutto in...More,+1 718-720-1650,https://www.tripadvisor.com//Restaurant_Review-g48682-d1014217-Reviews-Da_Noi_Downtown_Staten_Island-Staten_Island_New_York.html,Check The Website for a Menu
173,Reggiano's Brick Oven Pizza & Cafe,7339 Amboy Rd,"Staten Island, NY 10307-1425","$$ - $$$, Italian, Pizza, Vegan Options",4.5 of 5 bubbles,61 reviews,"Bring your appetite for this family, friendly well known local Resteraunt in Tottenville SI.  There is so many red sauce Resteraunt’s in town one wonders how can they all survive let alone thrive.   Go to Reggiano’s for the answer. Quality food, BIG portions and good...More",+1 718-366-6610,https://www.tripadvisor.com//Restaurant_Review-g48682-d3451314-Reviews-Reggiano_s_Brick_Oven_Pizza_Cafe-Staten_Island_New_York.html,http://www.reggianosbrickovenpizzeria.com/menu
174,Lorenzo's Restaurant & Cabaret,1100 South Ave,"Staten Island, NY 10314-3410","$$ - $$$, Italian, American, Vegetarian Friendly",4 of 5 bubbles,238 reviews,"My husband and I , as well as my best friend and her husband, have made it a tradition to go to Lorenzo’s every Valentine’s Day or weekend of Valentine’s Day. There is a prefix dinner with three courses and a piano player in the...More",+1 718-477-2400,https://www.tripadvisor.com//Restaurant_Review-g48682-d1557202-Reviews-Lorenzo_s_Restaurant_Cabaret-Staten_Island_New_York.html,http://lorenzosdining.com/menus/
175,Lacey's Bridge Tavern,75 Innis St,"Staten Island, NY 10302-1130","$$ - $$$, Bar, American, Pub",4.5 of 5 bubbles,64 reviews,"There are 5 other people in the family who share the Aquarius birth sign with me and since it was my 75th birthday, I decided to have a joint celebration.  The food was delicious & abundant and the staff was great.  We were a party...More",+1 718-273-7514,https://www.tripadvisor.com//Restaurant_Review-g48682-d2488149-Reviews-Lacey_s_Bridge_Tavern-Staten_Island_New_York.html,Check The Website for a Menu
176,Lakruwana,668 Bay St,"Staten Island, NY 10304-3829","$$ - $$$, Asian, Sri Lankan, Vegetarian Friendly",4.5 of 5 bubbles,51 reviews,"I’ve been to many Sri Lankan restaurants, during my time in NYC, but this place is certainly the best we have that is still standing. As soon as you walk in, you don’t feel like looking at a menu, you just want to EAT because...More",+1 347-857-6619,https://www.tripadvisor.com//Restaurant_Review-g48682-d4623145-Reviews-Lakruwana-Staten_Island_New_York.html,http://lakruwana.com/menu
177,Cucina Fresca,2110 Richmond Rd Ste 5,"Staten Island, NY 10306-2572","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,70 reviews,"This Restaurant is in a small strip mall but once inside, you can forget where you are. Parking is adequate for the location and space for additional parking in the rear.

It is run by a local husband and wife team for many years and...More",+1 718-667-5151,https://www.tripadvisor.com//Restaurant_Review-g48682-d1587495-Reviews-Cucina_Fresca-Staten_Island_New_York.html,Check The Website for a Menu
178,Andrew's Diner,4160 Hylan Blvd,"Staten Island, NY 10308-3312","$$ - $$$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,81 reviews,"We really enjoyed the food, very tasty. We really enjoyed the almond cranberry pancakes. Definitely worth a visit. It’s a hidden gem.",+1 718-948-8544,https://www.tripadvisor.com//Restaurant_Review-g48682-d3242372-Reviews-Andrew_s_Diner-Staten_Island_New_York.html,Check The Website for a Menu
179,The Gavel Grill,9 Hyatt St,"Staten Island, NY 10301-1801","$, American, Vegetarian Friendly",4.5 of 5 bubbles,53 reviews,"Two of us (my boyfriend and me) coming from Hungary went there a couple of times. Liked it so much, we tried pancakes, eggs, the big boy, egg and bacon bagel, cheeseburger and new york dog. Every dish is amazing, coffee is perfect. 
Staff was...More",+1 718-876-9596,https://www.tripadvisor.com//Restaurant_Review-g48682-d2690516-Reviews-The_Gavel_Grill-Staten_Island_New_York.html,Check The Website for a Menu
180,O'Neills Staten Island,1614 Forest Ave,"Staten Island, NY 10302-2230","$$ - $$$, Irish, American, Vegetarian Friendly",4.5 of 5 bubbles,45 reviews,"We attended tonight because our Knights of Columbus was having a fund-raiser. We had pretzels and macraroni and cheese egg roll for apppetizers. My wife had the stuffed pork chops, I had Chicken parmigiana with rigatoni pasta. Our daughter had a burger on an english...More",+1 718-273-4481,https://www.tripadvisor.com//Restaurant_Review-g48682-d7809839-Reviews-O_Neills_Staten_Island-Staten_Island_New_York.html,http://oneillsstatenisland.com/kids-menu/
181,Surf,37 Navy Pier Ct,"Staten Island, NY 10304-5400","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,43 reviews,We visited Surf prior to attending a show at the St. George Theater.  The views are spectacular and I believe will be a great place to visit in the summer when outdoor area is open.  Staff is abundant and attentive.  The food is absolutely delicious....More,+1 718-273-2701,https://www.tripadvisor.com//Restaurant_Review-g48682-d13314743-Reviews-Surf-Staten_Island_New_York.html,http://surfrestaurants.com/nyc/
182,Bocelli,1250 Hylan Blvd,"Staten Island, NY 10305-1943","$$$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,94 reviews,"We have been here a few times. It tends to be a hit or miss. Never really consistent. They ran out of the wine we were drinking. Pear salad on the menu, but no pears. Rest of the food and service was ok...not great.",+1 718-420-6150,https://www.tripadvisor.com//Restaurant_Review-g48682-d3860996-Reviews-Bocelli-Staten_Island_New_York.html,http://bocellirest.com/menus/
183,Parkside Restaurant,10701 Corona Ave,"Corona, NY 11368-3218","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,477 reviews,My husband and I had not been to Parkside in a number of years. The food never disappoints. Excellent imported Parmesan cheese with bruschetta. I loved the meat bread. Grilled swordfish was great and so was the calamari/scumgilli fra diabolically. We were lucky enough to...More,+1 718-271-9871,https://www.tripadvisor.com//Restaurant_Review-g47542-d475429-Reviews-Parkside_Restaurant-Corona_Queens_New_York.html,Check The Website for a Menu
184,Magna Ristorante,3525 Farrington St,"Flushing, NY 11354-2826","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,177 reviews,This is the first time visiting Magna and was not sure what to expect.I was pleasantly surprised after hearing from numerous people telling me about this hidden gem.The free 3 hour underground parking was very convenient. Fabio and staff were on point with their excellent...More,+1 718-445-3352,https://www.tripadvisor.com//Restaurant_Review-g47729-d1498104-Reviews-Magna_Ristorante-Flushing_Queens_New_York.html,Check The Website for a Menu
185,Joe's Shanghai,13621 37th Ave,"Flushing, NY 11354-4110","$$ - $$$, Chinese, Asian, Soups",4 of 5 bubbles,241 reviews,"We went for the soup dumpling, and they were excellent.  Other dishes at other tables looked top notch... Seems like it's authentic Chinese mixed in with some American Chinese dishes to please everyone.  It's worth a visit",+1 718-539-3838,https://www.tripadvisor.com//Restaurant_Review-g47729-d484056-Reviews-Joe_s_Shanghai-Flushing_Queens_New_York.html,Check The Website for a Menu
186,Shanghai You Garden,13533 40th Rd,"Flushing, NY 11354-5301","$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,76 reviews,"We’ve been here in the past for tasty soup dumplings and its made fresh and quick by a team of dumpling makers near the front door. We had to wait for approximately 10 minutes during the height of the lunch crowd.

They offer you small...More",+1 718-886-2286,https://www.tripadvisor.com//Restaurant_Review-g47729-d9714276-Reviews-Shanghai_You_Garden-Flushing_Queens_New_York.html,https://www.shanghaiyougardennyc.com/flushing-ny/menu/
187,"Little Sheep Mongolian Hot Pot, Flushing",13659 37th Ave,"Flushing, NY 11354-4110","$$ - $$$, Asian, Mongolian, Chinese",4.5 of 5 bubbles,59 reviews,The food is great and the service is even better. We like the place a lot and want to go back next day but it needs 2 hours waiting time since a very cold night. Too bad we can’t do it. Another good one is...More,+1 718-762-8881,https://www.tripadvisor.com//Restaurant_Review-g47729-d3581525-Reviews-Little_Sheep_Mongolian_Hot_Pot_Flushing-Flushing_Queens_New_York.html,Check The Website for a Menu
188,Xian Famous Food,4128 Main St Bsmt 36,"Flushing, NY 11355-3177","$, Chinese, Fast Food, Asian",4 of 5 bubbles,87 reviews,"If you have an appetite for spicy food and noddles, this is the best place in Flushing. The narrow shaped restaurant can be filled up quickly, even with 30+ seats. Get your order placed and picked up from the counter, you will see people coming...More",+1 347-294-0022,https://www.tripadvisor.com//Restaurant_Review-g47729-d2315362-Reviews-Xian_Famous_Food-Flushing_Queens_New_York.html,Check The Website for a Menu
189,Gyro World,19423 Northern Blvd,"Flushing, NY 11358-3032","$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,83 reviews,"I went yesterday for the first time, food was delicious. I was a little taken back at first as I saw this place on Instagram and knew I needed to try it. I love gyro' greek salad, etc. Parking wasn't bad for a mid Sunday...More",+1 718-428-3800,https://www.tripadvisor.com//Restaurant_Review-g47729-d1828574-Reviews-Gyro_World-Flushing_Queens_New_York.html,Check The Website for a Menu
190,Rincon Criollo,4009 Junction Blvd,"Corona, NY 11368-2123","$$ - $$$, Caribbean, Latin, Spanish",4.5 of 5 bubbles,125 reviews,"My husband and saw this restaurant on an episode of Diners, Dives and Drive In's.  We decided to try it out to see if it was a good as Guy Fieri described.  The food was good I expected portions to be a little bigger. The...More",+1 718-639-8158,https://www.tripadvisor.com//Restaurant_Review-g47542-d1160342-Reviews-Rincon_Criollo-Corona_Queens_New_York.html,Check The Website for a Menu
191,Spring Shabu-Shabu,13620 38th Ave,"Flushing, NY 11354-4277","$$ - $$$, Asian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,52 reviews,"The choices for hot pot were great!  We had to alter the temp of one of our individual hot pots, but once we got it right all worked well.  The service was efficient.",+1 718-395-8076,https://www.tripadvisor.com//Restaurant_Review-g47729-d9865164-Reviews-Spring_Shabu_Shabu-Flushing_Queens_New_York.html,http://www.springshabu.com/menu.html
192,Asian Jewels Seafood Restaurant,13330 39th Ave,"Flushing, NY 11354-4433","$$ - $$$, Chinese, Asian, Seafood",4 of 5 bubbles,119 reviews,"Would give 4.5 if I could! We came here on a recent Sunday for dim sum. We parked down the street not knowing there was a small parking lot next to the restaurant, but the restaurant lot was full as we walked by. We arrived...More",+1 718-359-8600,https://www.tripadvisor.com//Restaurant_Review-g47729-d1103186-Reviews-Asian_Jewels_Seafood_Restaurant-Flushing_Queens_New_York.html,Check The Website for a Menu
193,Ganesh Temple Canteen,4557 Bowne St,"Flushing, NY 11355-2202","$, Indian, Asian, Vegetarian Friendly",4.5 of 5 bubbles,38 reviews,"Best Indian food, can only recommend. Very very friendly people in the temple, beautiful place to visit as such as well. Cheap and authentic Indian food from a specific region.",+1 718-460-8484,https://www.tripadvisor.com//Restaurant_Review-g47729-d5504863-Reviews-Ganesh_Temple_Canteen-Flushing_Queens_New_York.html,Check The Website for a Menu
194,Hahm Ji Bach,4011 149th Pl,"Flushing, NY 11354-4942","$$ - $$$, Barbecue, Asian, Korean",4.5 of 5 bubbles,53 reviews,"We actually came here after we couldn't get in to two other Korean BBQ places on a Sat nite with no reservations.  I thought we lucked out since the food was very good and service was fine too. When ordering beef to cook, go with...More",+1 718-460-9289,https://www.tripadvisor.com//Restaurant_Review-g47729-d1226975-Reviews-Hahm_Ji_Bach-Flushing_Queens_New_York.html,Check The Website for a Menu
195,Szechuan Mountain House,3916 Prince St,"Flushing, NY 11354-5361","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,28 reviews,"Great place was packed at 11:00 AM for lunch. Had several dished all were unique to me and all good. Helps if you speak Chinese but, you can't go wrong.",+1 718-888-7893,https://www.tripadvisor.com//Restaurant_Review-g47729-d12280282-Reviews-Szechuan_Mountain_House-Flushing_Queens_New_York.html,Check The Website for a Menu
196,Kung Fu Xiao Long Bao,5916 Main St,"Flushing, NY 11355-5338","$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,48 reviews,"Soup dumplings heaven! A place to visit if you love soup dumplings! Made to order!

Location: It is located in Main Street Flushing. The restaurant has few seatings inside, the interior is okay a little small, probably 30 seatings. The front desk is to narrow...More",+1 718-661-2882,https://www.tripadvisor.com//Restaurant_Review-g47729-d5078140-Reviews-Kung_Fu_Xiao_Long_Bao-Flushing_Queens_New_York.html,http://www.kungfuxiaolongbao.com/menu.aspx
197,Piccolo Sogno,19514 47th Ave,"Flushing, NY 11358-3910","$$ - $$$, Pizza, Italian, Sicilian",4.5 of 5 bubbles,80 reviews,Checked reviews and this place is Perfect!   Eating in outdoor area was nice.  Service great.  The food choices are seemingly endless and tough to choose.  Wine was great.  Fair prices and the very best tiramisu I have ever had.   Great all around,+1 718-224-1717,https://www.tripadvisor.com//Restaurant_Review-g47729-d1672597-Reviews-Piccolo_Sogno-Flushing_Queens_New_York.html,Check The Website for a Menu
198,Dumpling Galaxy,4235 Main St,"Flushing, NY 11355-3956","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,42 reviews,I love Asian dumplings and this place did not disappoint. Located in the back of an Asian inspired mall on Main Street made for an adventure finding this restaurant decorated in a welcoming Oriental Motif. Romantic for a first date and subsequent date nights. The...More,+1 718-461-0808,https://www.tripadvisor.com//Restaurant_Review-g47729-d7157740-Reviews-Dumpling_Galaxy-Flushing_Queens_New_York.html,http://www.dumplinggalaxy.com/menu.html
199,Trattoria L'incontro,2176 31st St,"Astoria, NY 11105-2602","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,415 reviews,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,https://www.tripadvisor.com//Restaurant_Review-g29837-d457861-Reviews-Trattoria_L_incontro-Astoria_Queens_New_York.html,Check The Website for a Menu
200,Dee's Brick Oven Pizza,10402 Metropolitan Ave,"Flushing, NY 11375-6736","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,65 reviews,I hate Dees because they made me fat..Everything they feed me taste way to good and that ruined me..Do not eat their brick oven pizza because you will end up ordering atleast 2x a week and then you will need to buy all new cloths...More,+1 718-793-7553,https://www.tripadvisor.com//Restaurant_Review-g47729-d459170-Reviews-Dee_s_Brick_Oven_Pizza-Flushing_Queens_New_York.html,http://deesnyc.com/menu/
201,Jackson Hole,69_35 Astoria Boulevard,"East Elmhurst, NY 11370","$$ - $$$, Greek, American, Vegetarian Friendly",4.5 of 5 bubbles,167 reviews,Wow one the best burgers in the world with a variety of food to chose from the menu plus the shakes are to die for.,+1 718-204-7070,https://www.tripadvisor.com//Restaurant_Review-g47626-d458328-Reviews-Jackson_Hole-East_Elmhurst_Queens_New_York.html,Check The Website for a Menu
202,Fontana Famous Pizza,20002 Northern Blvd,"Flushing, NY 11361-2541","$, Mediterranean, Greek",4 of 5 bubbles,57 reviews,This was my first time there and it was recommended to me by a friend. I was amazed at how big the portions are. The food is really good. I had a chicken gyro which was so filling I could not eat dinner that night....More,+1 718-631-0147,https://www.tripadvisor.com//Restaurant_Review-g47729-d458225-Reviews-Fontana_Famous_Pizza-Flushing_Queens_New_York.html,Check The Website for a Menu
203,Millard Fillmore Tavern,16602 65th Ave,"Flushing, NY 11365-1918","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,42 reviews,"The variety of food and adult beverages is fantastic! Flavor is even better!! It is not the typical bar food but a menu full of appetizers, sandwiches, lunch and dinner entrees. The cook does a wonderful job! Be sure you get the honey mustard sauce...More",+1 718-762-2727,https://www.tripadvisor.com//Restaurant_Review-g47729-d424811-Reviews-Millard_Fillmore_Tavern-Flushing_Queens_New_York.html,Check The Website for a Menu
204,Avli Little Greek Tavern,3831 Bell Blvd,"Bayside, NY 11361-2058","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,164 reviews,We found this place by accident driving by one day and said we should try it next time. We went to the Kafe side It was amazing. From customer service when you first walk in to the deliciousness of the food we loved it. It...More,+1 718-224-7575,https://www.tripadvisor.com//Restaurant_Review-g47289-d3431394-Reviews-Avli_Little_Greek_Tavern-Bayside_Queens_New_York.html,http://www.avlilife.com/bayside/menu/
205,Lake Pavilion,6015 Main St,"Flushing, NY 11355-5340","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,63 reviews,"Came with our multicultural family to celebrate a Birthday with Dim Sum.  Fortunately, 3 members of our family speak Chinese so they did all the communicating.  Everyone sits at a big round table with a lazy Susan. Staff walk around with trolleys of plates filled...More",+1 718-886-6693,https://www.tripadvisor.com//Restaurant_Review-g47729-d3208612-Reviews-Lake_Pavilion-Flushing_Queens_New_York.html,Check The Website for a Menu
206,Lucia Pizza,13655 Roosevelt Ave Ste B,"Flushing, NY 11354-5509","$, Pizza",4 of 5 bubbles,52 reviews,"Lucia’s has very nice crust.  My wife and I have been here a couple of times over the last week and the service is always nice, the preparation is fast, the prices are very reasonable, and the pizza crust is excellent.  If you are looking...More",+1 718-445-1313,https://www.tripadvisor.com//Restaurant_Review-g47729-d458241-Reviews-Lucia_Pizza-Flushing_Queens_New_York.html,Check The Website for a Menu
207,Mythos Authentic Greek Cuisine,19629 Northern Blvd,"Flushing, NY 11358-3036","$$ - $$$, Mediterranean, Greek, Seafood",4 of 5 bubbles,54 reviews,"I have been there many times before with my friends, but it hasn’t  been for a couple of years. 
For my birthday,  I requested to my family that we celebrate at Mythos, since it has been  quite a while.  I remembered that I really enjoyed...More",+1 718-357-6596,https://www.tripadvisor.com//Restaurant_Review-g47729-d424817-Reviews-Mythos_Authentic_Greek_Cuisine-Flushing_Queens_New_York.html,Check The Website for a Menu
208,White Bear,13502 Roosevelt Ave,"Flushing, NY 11354-5343","$, Asian, Chinese, Fast Food",4.5 of 5 bubbles,30 reviews,"This meal hits the spot on a cold day! Delicious 😋 
Call ahead and just pick up and enjoy this quick bite!",+1 718-961-2322,https://www.tripadvisor.com//Restaurant_Review-g47729-d6868687-Reviews-White_Bear-Flushing_Queens_New_York.html,Check The Website for a Menu
209,Primo Amore Italian Restaurant,3433 Francis Lewis Blvd,"Flushing, NY 11358-1930","$$ - $$$, Italian",4.5 of 5 bubbles,31 reviews,"Their Salmon, Cod (with cheery tomatoes, mushrooms and arugula) and Eggplant parmesan were good.  Service is not and with valet parking.  It was nice that all tables have fresh flowers!",+1 718-461-6100,https://www.tripadvisor.com//Restaurant_Review-g47729-d4048242-Reviews-Primo_Amore_Italian_Restaurant-Flushing_Queens_New_York.html,Check The Website for a Menu
210,Il Triangolo,9601 Corona Ave,"Corona, NY 11368-2753","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,132 reviews,"I visited the restaurant during the summer my family. I was completely and utterly shocked by the rudeness of the owner, Mario.   So fast forward a few months and I return to my home in Italy where I saw him on an Italian tv show...More",+1 718-271-1250,https://www.tripadvisor.com//Restaurant_Review-g47542-d3846216-Reviews-Il_Triangolo-Corona_Queens_New_York.html,Check The Website for a Menu
211,The Buffet,2007 127th St,"Flushing, NY 11356-2321","$$ - $$$, Chinese, Sushi, Asian",4 of 5 bubbles,56 reviews,"First time for lunch here, I was anxious to find out the difference between lunch and dinner menu. The standard cooked items are pretty similar. The sushi and seafood selection selection is a lot less in lunch. There is no Peking duck wrap and the...More",+1 718-886-3722,https://www.tripadvisor.com//Restaurant_Review-g47729-d3573767-Reviews-The_Buffet-Flushing_Queens_New_York.html,http://thebuffet-ny.com/our-menu/
212,Acquista Trattoria,17801 Union Tpke,"Flushing, NY 11366-1633","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,37 reviews,"stopped for dinner after seeing Lucie Arnaz @ the Little Theater @ St. John's-glad we did
we had:  egg plant parm hero; chicken monte carlo(chicken breast w asparagus, mozzarella sauteed in champagne sauce w mixed veggies w a glass of a nice sicilian white made...More",+1 718-969-1411,https://www.tripadvisor.com//Restaurant_Review-g47729-d923235-Reviews-Acquista_Trattoria-Flushing_Queens_New_York.html,http://acquistany.com/menu
213,Apizza Regionale,260 W Genesee St,"Syracuse, NY 13202-1020","$$ - $$$, Italian, Pizza, Vegetarian Friendly",5 of 5 bubbles,223 reviews,Decided to try this place out because dinosaur Bar-B-Que was an hour wait. We were not disappointed. We walked right in our waitress was extremely friendly. I had the brussels sprout appetizer for my dinner and my husband had the short rib pasta and he...More,+1 315-802-2607,https://www.tripadvisor.com//Restaurant_Review-g48713-d10165915-Reviews-Apizza_Regionale-Syracuse_Finger_Lakes_New_York.html,https://www.apizzaregionale.com/menus
214,Eva's European Sweets,1305 Milton Ave,"Syracuse, NY 13204-1026","$$ - $$$, Polish, European, Eastern European",4.5 of 5 bubbles,196 reviews,"We ate at Eva's at the Syracuse Winter fair . The Polish food was fantastic. We had the Polish sausage  and the stuffed cabbage . The food was simply fantastic and certainly reasonably priced . We also had cherry cheesecake , also fantastic homemade .",+1 315-487-2722,https://www.tripadvisor.com//Restaurant_Review-g48713-d421836-Reviews-Eva_s_European_Sweets-Syracuse_Finger_Lakes_New_York.html,http://www.evaspolish.com/#menu-section
215,Dinosaur Bar-B-Que,246 W Willow St,"Syracuse, NY 13202","$$ - $$$, American, Bar, Barbecue",4.5 of 5 bubbles,"2,676 reviews",We walked in ff the street and were seated right away. The smell of hardwood smoke was prominent. The decor is rustic.I had the ribs and wings combo with mac and cheese and cole slaw. My wife had brisket sandwich with fries. All of the...More,+1 315-476-4937,https://www.tripadvisor.com//Restaurant_Review-g48713-d421559-Reviews-Dinosaur_Bar_B_Que-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
216,Pastabilities,311 S Franklin St,"Syracuse, NY 13202-1239","$$ - $$$, Italian, Fusion, Vegetarian Friendly",4.5 of 5 bubbles,"1,216 reviews",Had a great dinner with my daughter on a Tuesday night. We arrived a few minutes before they opened for dinner and glad we did. This place fills up quickly. The complimentary Spicy Hot Tomato Oil with stretch bread was delicious while we waited for...More,+1 315-474-1153,https://www.tripadvisor.com//Restaurant_Review-g48713-d421547-Reviews-Pastabilities-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
217,Joey's Classic Italian Dining,6594 Thompson Rd,"Syracuse, NY 13206-1307","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,576 reviews,"Joey's is a classic Old School Italian restaurant. The food is great, service on point and great atmosphere.  I highly recommend.",+1 315-432-0315,https://www.tripadvisor.com//Restaurant_Review-g48713-d421551-Reviews-Joey_s_Classic_Italian_Dining-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
218,Kitty Hoynes Irish Pub & Restaurant,301 W Fayette St,"Syracuse, NY 13202-1201","$$ - $$$, Bar, American, Irish",4.5 of 5 bubbles,659 reviews,"We recently stayed in Armory Square while visiting our son at Syracuse University.  My wife and I and some friends drove up for a basketball game, and Kitty Hoynes was directly across the street from our hotel.  It proved to be the perfect place to...More",+1 315-424-1974,https://www.tripadvisor.com//Restaurant_Review-g48713-d421671-Reviews-Kitty_Hoynes_Irish_Pub_Restaurant-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
219,Francesca's Cucina,545 N Salina St,"Syracuse, NY 13208-2530","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,585 reviews,"Excellent Italian restaurant boasting creative cuisine; the kitchen cooks with passion.  Try the desserts!  Great wine list and bar selections.  Service staff are prompt,
professional and have petsonality.  Very romantic setting, greets casual or ""dressed up"" with cordial hospitality. Can't wait to try the outdoor...More",+1 315-425-1556,https://www.tripadvisor.com//Restaurant_Review-g48713-d735379-Reviews-Francesca_s_Cucina-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
220,Stella's Diner,110 Wolf St,"Syracuse, NY 13208-1027","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,579 reviews,"Stopped in for breakfast at 9am. Perfect timing because by the time we left there was a line with a wait. Service was very good. Attentive waitress who was constantly refilling our drinks. 

I order and fruit cup and bacon. The fruit looked anemic but...More",+1 315-425-0353,https://www.tripadvisor.com//Restaurant_Review-g48713-d421817-Reviews-Stella_s_Diner-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu
